cuda
Files already downloaded and verified
Files already downloaded and verified
Epoch:  0 Batch:   1 Loss: ['3.3617', '1.6796', '0.6380'] Accuracy Train: ['9.0%', '11.0%', '9.5%']%
Epoch:  0 Batch:  11 Loss: ['2.3006', '1.2088', '0.5216'] Accuracy Train: ['31.7%', '28.1%', '19.5%']%
Epoch:  0 Batch:  21 Loss: ['2.0418', '1.0542', '0.4719'] Accuracy Train: ['37.9%', '33.7%', '24.6%']%
Epoch:  0 Batch:  31 Loss: ['1.9040', '0.9719', '0.4422'] Accuracy Train: ['41.7%', '37.5%', '28.3%']%
Epoch:  0 Batch:  41 Loss: ['1.8164', '0.9374', '0.4276'] Accuracy Train: ['44.4%', '40.7%', '31.1%']%
Epoch:  0 Batch:  51 Loss: ['1.5915', '0.8238', '0.3975'] Accuracy Train: ['47.0%', '43.4%', '33.8%']%
Epoch:  0 Batch:  61 Loss: ['1.6356', '0.8210', '0.3802'] Accuracy Train: ['48.8%', '45.5%', '35.9%']%
Epoch:  0 Batch:  71 Loss: ['1.5036', '0.7458', '0.3483'] Accuracy Train: ['50.5%', '47.2%', '37.9%']%
Epoch:  0 Batch:  81 Loss: ['1.5217', '0.7430', '0.3484'] Accuracy Train: ['52.0%', '49.0%', '39.9%']%

Tests: 10000 | Loss: ['1.48', '1.43', '1.74'] | Accuracy Test: ['62.98%', '63.06%', '53.60%'] | Times: [['7.38ms', '11.45ms'], ['8.87ms', '5.78ms'], ['8.51ms', '5.33ms']] | CNFs: ['0.59', '0.61', '0.53']

Epoch:  1 Batch:   1 Loss: ['1.4358', '0.7183', '0.3426'] Accuracy Train: ['65.0%', '61.8%', '51.8%']%
Epoch:  1 Batch:  11 Loss: ['1.3742', '0.6590', '0.3016'] Accuracy Train: ['65.8%', '64.8%', '56.5%']%
Epoch:  1 Batch:  21 Loss: ['1.3094', '0.6230', '0.3062'] Accuracy Train: ['66.2%', '66.0%', '57.1%']%
Epoch:  1 Batch:  31 Loss: ['1.2198', '0.5943', '0.2833'] Accuracy Train: ['66.6%', '66.8%', '58.1%']%
Epoch:  1 Batch:  41 Loss: ['1.2561', '0.5844', '0.2902'] Accuracy Train: ['66.7%', '67.4%', '59.1%']%
Epoch:  1 Batch:  51 Loss: ['1.2706', '0.6039', '0.2956'] Accuracy Train: ['66.9%', '67.9%', '59.6%']%
Epoch:  1 Batch:  61 Loss: ['1.2092', '0.5611', '0.2561'] Accuracy Train: ['67.1%', '68.2%', '60.5%']%
Epoch:  1 Batch:  71 Loss: ['1.2211', '0.5667', '0.2735'] Accuracy Train: ['67.5%', '68.6%', '61.2%']%
Epoch:  1 Batch:  81 Loss: ['1.1303', '0.4934', '0.2427'] Accuracy Train: ['68.0%', '69.2%', '61.9%']%

Tests: 10000 | Loss: ['1.21', '1.03', '1.27'] | Accuracy Test: ['69.92%', '73.98%', '66.95%'] | Times: [['6.89ms', '10.90ms'], ['8.50ms', '5.63ms'], ['8.25ms', '5.15ms']] | CNFs: ['0.67', '0.72', '0.67']

Epoch:  2 Batch:   1 Loss: ['1.1870', '0.5047', '0.2560'] Accuracy Train: ['70.0%', '73.2%', '66.5%']%
Epoch:  2 Batch:  11 Loss: ['1.0958', '0.5088', '0.2442'] Accuracy Train: ['71.6%', '73.0%', '65.8%']%
Epoch:  2 Batch:  21 Loss: ['0.9961', '0.4514', '0.2207'] Accuracy Train: ['73.2%', '74.6%', '67.3%']%
Epoch:  2 Batch:  31 Loss: ['1.0440', '0.4861', '0.2368'] Accuracy Train: ['73.4%', '75.1%', '68.1%']%
Epoch:  2 Batch:  41 Loss: ['1.0419', '0.4617', '0.2242'] Accuracy Train: ['73.9%', '75.6%', '68.7%']%
Epoch:  2 Batch:  51 Loss: ['1.0812', '0.4459', '0.2256'] Accuracy Train: ['74.0%', '75.9%', '69.4%']%
Epoch:  2 Batch:  61 Loss: ['0.9741', '0.4139', '0.2072'] Accuracy Train: ['74.2%', '76.1%', '69.8%']%
Epoch:  2 Batch:  71 Loss: ['0.9317', '0.4094', '0.1976'] Accuracy Train: ['74.2%', '76.4%', '70.1%']%
Epoch:  2 Batch:  81 Loss: ['1.0317', '0.4359', '0.2078'] Accuracy Train: ['74.5%', '76.8%', '70.6%']%

Tests: 10000 | Loss: ['1.06', '0.91', '1.08'] | Accuracy Test: ['73.39%', '76.65%', '71.94%'] | Times: [['7.76ms', '11.32ms'], ['8.43ms', '5.73ms'], ['8.30ms', '5.15ms']] | CNFs: ['0.72', '0.77', '0.74']

Epoch:  3 Batch:   1 Loss: ['0.9423', '0.3999', '0.2010'] Accuracy Train: ['76.8%', '79.7%', '73.5%']%
Epoch:  3 Batch:  11 Loss: ['0.9436', '0.3704', '0.1792'] Accuracy Train: ['77.1%', '80.1%', '74.0%']%
Epoch:  3 Batch:  21 Loss: ['0.9124', '0.3705', '0.1902'] Accuracy Train: ['77.9%', '80.3%', '74.8%']%
Epoch:  3 Batch:  31 Loss: ['0.9460', '0.4009', '0.1995'] Accuracy Train: ['77.8%', '80.6%', '75.1%']%
Epoch:  3 Batch:  41 Loss: ['0.9273', '0.3830', '0.1863'] Accuracy Train: ['77.6%', '80.5%', '75.0%']%
Epoch:  3 Batch:  51 Loss: ['0.9271', '0.3712', '0.1838'] Accuracy Train: ['77.7%', '80.7%', '75.2%']%
Epoch:  3 Batch:  61 Loss: ['0.8429', '0.3370', '0.1740'] Accuracy Train: ['77.8%', '80.8%', '75.4%']%
Epoch:  3 Batch:  71 Loss: ['0.8828', '0.3605', '0.1795'] Accuracy Train: ['78.0%', '80.9%', '75.5%']%
Epoch:  3 Batch:  81 Loss: ['0.8581', '0.3622', '0.1834'] Accuracy Train: ['78.1%', '81.0%', '75.8%']%

Tests: 10000 | Loss: ['0.98', '0.80', '0.97'] | Accuracy Test: ['75.23%', '79.26%', '74.55%'] | Times: [['7.39ms', '11.24ms'], ['8.48ms', '5.61ms'], ['8.35ms', '5.18ms']] | CNFs: ['0.75', '0.81', '0.78']

Epoch:  4 Batch:   1 Loss: ['0.7641', '0.2896', '0.1645'] Accuracy Train: ['82.7%', '86.0%', '78.0%']%
Epoch:  4 Batch:  11 Loss: ['0.7961', '0.3277', '0.1740'] Accuracy Train: ['81.5%', '84.6%', '78.1%']%
Epoch:  4 Batch:  21 Loss: ['0.8680', '0.3388', '0.1779'] Accuracy Train: ['81.5%', '84.7%', '78.3%']%
Epoch:  4 Batch:  31 Loss: ['0.8152', '0.3321', '0.1601'] Accuracy Train: ['81.4%', '84.7%', '78.6%']%
Epoch:  4 Batch:  41 Loss: ['0.7947', '0.3207', '0.1643'] Accuracy Train: ['81.2%', '84.6%', '78.7%']%
Epoch:  4 Batch:  51 Loss: ['0.8028', '0.3166', '0.1621'] Accuracy Train: ['81.2%', '84.6%', '79.0%']%
Epoch:  4 Batch:  61 Loss: ['0.7595', '0.2896', '0.1446'] Accuracy Train: ['81.4%', '84.7%', '79.0%']%
Epoch:  4 Batch:  71 Loss: ['0.7906', '0.3125', '0.1592'] Accuracy Train: ['81.3%', '84.6%', '79.2%']%
Epoch:  4 Batch:  81 Loss: ['0.7525', '0.2969', '0.1493'] Accuracy Train: ['81.3%', '84.5%', '79.3%']%

Tests: 10000 | Loss: ['0.94', '0.75', '0.86'] | Accuracy Test: ['75.42%', '81.00%', '77.59%'] | Times: [['7.37ms', '11.21ms'], ['8.48ms', '5.63ms'], ['8.31ms', '5.25ms']] | CNFs: ['0.77', '0.82', '0.81']


Duration: 128 seconds

Tests: 10000 | Loss: ['0.71', '0.57', '0.66'] | Accuracy Test: ['75.42%', '81.00%', '77.92%'] | Times: [['7.52ms', '11.17ms'], ['8.50ms', '5.76ms'], ['8.61ms', '5.37ms']] | CNFs: ['0.77', '0.82', '0.81']

Correct: 3 - [[0.3671306371688843, 3], [0.8532789349555969, 3], [0.47257164120674133, 3]]
Correct: 7 - [[0.4372572898864746, 7], [0.8571296334266663, 7], [0.3654865026473999, 7]]
Correct: 7 - [[0.7434890270233154, 7], [0.9113196134567261, 7], [0.5673824548721313, 7]]
Correct: 0 - [[0.42968666553497314, 4], [0.3791796863079071, 4], [0.31637755036354065, 4]]
Correct: 6 - [[0.5400708913803101, 6], [0.9279667735099792, 6], [0.6050542593002319, 6]]
Correct: 1 - [[0.38553741574287415, 1], [0.6866769194602966, 1], [0.6259859204292297, 1]]
Correct: 3 - [[0.49232763051986694, 7], [0.28794699907302856, 7], [0.5495101809501648, 6]]
Correct: 9 - [[0.5318089127540588, 9], [0.9610570669174194, 9], [0.8086175322532654, 9]]
Correct: 0 - [[0.5440578460693359, 0], [0.7333792448043823, 0], [0.3487376570701599, 0]]
Correct: 9 - [[0.40062835812568665, 9], [0.4932328760623932, 9], [0.3512706756591797, 9]]
Correct: 0 - [[0.30569279193878174, 4], [0.3899894654750824, 0], [0.2814391255378723, 0]]
Correct: 3 - [[0.4063686430454254, 5], [0.6102154850959778, 3], [0.36656454205513, 3]]
Correct: 8 - [[0.31391361355781555, 4], [0.2981909513473511, 9], [0.23154805600643158, 6]]
Correct: 4 - [[0.22758884727954865, 4], [0.32535645365715027, 4], [0.2915094196796417, 4]]
Correct: 8 - [[0.31798291206359863, 3], [0.24947167932987213, 0], [0.2034894973039627, 3]]
Correct: 8 - [[0.4209962487220764, 0], [0.4363147020339966, 0], [0.5349038243293762, 1]]
Correct: 4 - [[0.36165285110473633, 0], [0.40093913674354553, 4], [0.3182293176651001, 1]]
Correct: 1 - [[0.6432880759239197, 1], [0.9067046046257019, 1], [0.8067025542259216, 1]]
Correct: 0 - [[0.3632398843765259, 0], [0.41530710458755493, 0], [0.44423919916152954, 9]]
Correct: 2 - [[0.26545026898384094, 3], [0.41853398084640503, 3], [0.4025961756706238, 3]]
Correct: 2 - [[0.28255462646484375, 3], [0.4548143744468689, 3], [0.5136116743087769, 6]]
Correct: 4 - [[0.5964492559432983, 4], [0.7165051698684692, 4], [0.7557157278060913, 4]]
Correct: 1 - [[0.4378086030483246, 2], [0.3061060309410095, 9], [0.34293264150619507, 1]]
Correct: 1 - [[0.270153284072876, 1], [0.4941239655017853, 1], [0.8485698103904724, 1]]
Correct: 2 - [[0.5289450883865356, 2], [0.5527703166007996, 7], [0.2922042906284332, 7]]
Correct: 4 - [[0.3909396529197693, 0], [0.4674187898635864, 0], [0.4248459041118622, 0]]
Correct: 3 - [[0.38535308837890625, 5], [0.22405101358890533, 3], [0.19116632640361786, 0]]
Correct: 4 - [[0.2570204436779022, 7], [0.6138795018196106, 0], [0.33767518401145935, 7]]
Correct: 1 - [[0.48763060569763184, 9], [0.26637643575668335, 0], [0.2969352900981903, 1]]
Correct: 4 - [[0.6215792894363403, 4], [0.8918406963348389, 4], [0.22914114594459534, 4]]
Correct: 7 - [[0.47917303442955017, 0], [0.5118711590766907, 2], [0.3032905161380768, 2]]
Correct: 1 - [[0.49520280957221985, 2], [0.39642131328582764, 9], [0.43590858578681946, 9]]
Correct: 0 - [[0.22480759024620056, 4], [0.39788109064102173, 3], [0.30541980266571045, 4]]
Correct: 0 - [[0.4082280397415161, 0], [0.5464562773704529, 4], [0.5435845255851746, 0]]
Correct: 9 - [[0.869581937789917, 9], [0.9650065302848816, 9], [0.5433384776115417, 9]]
Correct: 0 - [[0.33633705973625183, 2], [0.505969226360321, 2], [0.33138376474380493, 9]]
Correct: 4 - [[0.3427300751209259, 5], [0.5211743116378784, 4], [0.1866757869720459, 7]]
Correct: 2 - [[0.44271358847618103, 2], [0.5316084027290344, 2], [0.6706505417823792, 1]]
Correct: 8 - [[0.4290461540222168, 0], [0.3769553303718567, 8], [0.2649989426136017, 8]]
Correct: 8 - [[0.31358376145362854, 0], [0.4787353575229645, 0], [0.19164951145648956, 9]]
Correct: 5 - [[0.2910638451576233, 0], [0.6757650375366211, 0], [0.29940658807754517, 0]]
Correct: 5 - [[0.4386354386806488, 6], [0.8923680782318115, 6], [0.6096528768539429, 6]]
Correct: 0 - [[0.7632139921188354, 0], [0.8467875123023987, 0], [0.5613312721252441, 0]]
Correct: 4 - [[0.28683701157569885, 4], [0.5774280428886414, 4], [0.38774245977401733, 4]]
Correct: 0 - [[0.32902607321739197, 2], [0.6402530074119568, 0], [0.35812050104141235, 0]]
Correct: 8 - [[0.4122845232486725, 4], [0.3181639611721039, 6], [0.3659650385379791, 9]]
Correct: 6 - [[0.33479946851730347, 2], [0.9025195837020874, 6], [0.526740312576294, 6]]
Correct: 2 - [[0.8749703168869019, 2], [0.9691242575645447, 2], [0.5346883535385132, 2]]
Correct: 5 - [[0.8855646848678589, 5], [0.8871057629585266, 5], [0.25747957825660706, 5]]
Correct: 9 - [[0.41195040941238403, 9], [0.9383591413497925, 9], [0.705382764339447, 9]]
Correct: 2 - [[0.4495086073875427, 2], [0.9650412797927856, 2], [0.6722173094749451, 2]]
Correct: 9 - [[0.32051730155944824, 9], [0.7500849962234497, 9], [0.2556191086769104, 7]]
Correct: 1 - [[0.2974822223186493, 6], [0.6257460713386536, 1], [0.6545760631561279, 1]]
Correct: 1 - [[0.4398590922355652, 1], [0.6044852137565613, 1], [0.6240431070327759, 1]]
Correct: 5 - [[0.5335577726364136, 2], [0.3833881616592407, 2], [0.1912642866373062, 2]]
Correct: 4 - [[0.33277466893196106, 5], [0.4219745397567749, 4], [0.24557097256183624, 4]]
Correct: 7 - [[0.34422242641448975, 7], [0.8913941383361816, 7], [0.7537289261817932, 7]]
Correct: 5 - [[0.5108261108398438, 2], [0.48952192068099976, 2], [0.22123368084430695, 3]]
Correct: 8 - [[0.3025115728378296, 2], [0.7917147874832153, 0], [0.4277246594429016, 0]]
Correct: 6 - [[0.5538983941078186, 6], [0.8159226775169373, 6], [0.44221219420433044, 9]]
Correct: 2 - [[0.5705502033233643, 7], [0.3603067696094513, 7], [0.33193066716194153, 7]]
Correct: 1 - [[0.200849711894989, 0], [0.5476991534233093, 9], [0.6257849335670471, 9]]
Correct: 5 - [[0.6234638094902039, 5], [0.6647694706916809, 5], [0.3435307741165161, 5]]
Correct: 5 - [[0.3304227590560913, 5], [0.2412208616733551, 4], [0.2775593101978302, 4]]
Correct: 3 - [[0.21843667328357697, 6], [0.415537565946579, 3], [0.5911287665367126, 6]]
Correct: 4 - [[0.3017500042915344, 2], [0.8990757465362549, 4], [0.8765060305595398, 4]]
Correct: 1 - [[0.40266773104667664, 4], [0.4722079038619995, 1], [0.6477861404418945, 1]]
Correct: 8 - [[0.3639398515224457, 4], [0.4952409565448761, 0], [0.48886871337890625, 0]]
Correct: 9 - [[0.3296445906162262, 2], [0.9503949880599976, 9], [0.5339167714118958, 9]]
Correct: 9 - [[0.32753828167915344, 2], [0.6509960293769836, 9], [0.6051487326622009, 9]]
Correct: 8 - [[0.43192020058631897, 8], [0.25648990273475647, 8], [0.43976688385009766, 8]]
Correct: 9 - [[0.5855438113212585, 9], [0.8426073789596558, 9], [0.668596088886261, 9]]
Correct: 8 - [[0.22116710245609283, 8], [0.6061835885047913, 8], [0.2950454652309418, 8]]
Correct: 6 - [[0.842456042766571, 6], [0.9749309420585632, 6], [0.7773779630661011, 6]]
Correct: 8 - [[0.40781593322753906, 4], [0.6053536534309387, 2], [0.3381940722465515, 2]]
Correct: 5 - [[0.49608108401298523, 5], [0.3934309482574463, 9], [0.3264199197292328, 6]]
Correct: 8 - [[0.31911107897758484, 0], [0.6035052537918091, 8], [0.5205683708190918, 8]]
Correct: 9 - [[0.39926010370254517, 0], [0.5084864497184753, 9], [0.585664689540863, 9]]
Correct: 4 - [[0.3972378969192505, 3], [0.4313361942768097, 4], [0.33138543367385864, 8]]
Correct: 6 - [[0.2944686710834503, 5], [0.2593192756175995, 3], [0.3172522187232971, 3]]
Correct: 2 - [[0.37379181385040283, 2], [0.6897755265235901, 2], [0.2046714574098587, 2]]
Correct: 6 - [[0.3039371371269226, 2], [0.26034292578697205, 6], [0.4188937842845917, 1]]
Correct: 3 - [[0.5683048367500305, 3], [0.5345805287361145, 3], [0.30045175552368164, 6]]
Correct: 7 - [[0.4476565420627594, 7], [0.5593336820602417, 7], [0.17661671340465546, 2]]
Correct: 4 - [[0.3432762324810028, 7], [0.37863242626190186, 3], [0.5874444246292114, 7]]
Correct: 0 - [[0.4091842770576477, 0], [0.47618618607521057, 0], [0.24978090822696686, 4]]
Correct: 0 - [[0.5752394199371338, 0], [0.629805862903595, 0], [0.5744580626487732, 0]]
Correct: 1 - [[0.27773067355155945, 2], [0.3001028597354889, 9], [0.6509919166564941, 9]]
Correct: 7 - [[0.4943333864212036, 7], [0.7768735885620117, 7], [0.5182889103889465, 7]]
Correct: 5 - [[0.5678784847259521, 5], [0.4105539619922638, 9], [0.5498799681663513, 9]]
Correct: 1 - [[0.39916253089904785, 0], [0.44299620389938354, 0], [0.6883434653282166, 1]]
Correct: 5 - [[0.40846291184425354, 5], [0.30077892541885376, 2], [0.22111262381076813, 5]]
Correct: 9 - [[0.25711795687675476, 2], [0.2906283736228943, 9], [0.2507875859737396, 1]]
Correct: 3 - [[0.4030924141407013, 3], [0.349477618932724, 3], [0.40081968903541565, 4]]
Correct: 1 - [[0.7388479113578796, 1], [0.9518009424209595, 1], [0.9038791656494141, 1]]
Correct: 6 - [[0.43029916286468506, 5], [0.36649489402770996, 9], [0.36197859048843384, 3]]
Correct: 8 - [[0.4846597909927368, 4], [0.4024190306663513, 0], [0.371035635471344, 4]]
Correct: 7 - [[0.32304519414901733, 5], [0.4292141795158386, 2], [0.3350720703601837, 3]]
Correct: 3 - [[0.2550733685493469, 5], [0.30720406770706177, 5], [0.15472333133220673, 0]]
Correct: 6 - [[0.20742321014404297, 6], [0.295759916305542, 2], [0.20733696222305298, 1]]
Correct: 9 - [[0.3660396337509155, 9], [0.8811715841293335, 9], [0.6249847412109375, 9]]
Correct: 1 - [[0.2971241772174835, 7], [0.30896031856536865, 6], [0.3759216368198395, 6]]
Correct: 2 - [[0.4785860776901245, 2], [0.410267174243927, 2], [0.18198248744010925, 4]]
Correct: 0 - [[0.27928104996681213, 0], [0.270045667886734, 3], [0.19430489838123322, 1]]
Correct: 1 - [[0.3637484014034271, 1], [0.5959352254867554, 1], [0.47111544013023376, 1]]
Correct: 7 - [[0.5439425706863403, 2], [0.37969309091567993, 7], [0.22488419711589813, 9]]
Correct: 2 - [[0.22722768783569336, 5], [0.3502961993217468, 2], [0.19459061324596405, 3]]
Correct: 6 - [[0.2822039723396301, 3], [0.49058443307876587, 9], [0.339773952960968, 9]]
Correct: 1 - [[0.6035649180412292, 1], [0.5880417823791504, 1], [0.7641783952713013, 1]]
Correct: 9 - [[0.19603845477104187, 9], [0.354223370552063, 9], [0.5177001357078552, 6]]
Correct: 0 - [[0.3889912962913513, 2], [0.7343424558639526, 2], [0.9080066680908203, 0]]
Correct: 0 - [[0.29144877195358276, 9], [0.6672315001487732, 2], [0.21826453506946564, 9]]
Correct: 8 - [[0.29309511184692383, 3], [0.6665480732917786, 1], [0.65350741147995, 1]]
Correct: 9 - [[0.6469425559043884, 9], [0.9533905386924744, 9], [0.8472744822502136, 9]]
Correct: 9 - [[0.3932894766330719, 2], [0.845565140247345, 9], [0.8520426750183105, 9]]
Correct: 2 - [[0.2842981815338135, 4], [0.2974865436553955, 3], [0.2857346832752228, 1]]
Correct: 8 - [[0.36506757140159607, 3], [0.41965028643608093, 3], [0.35484644770622253, 3]]
Correct: 6 - [[0.3623000383377075, 0], [0.35800984501838684, 0], [0.2586168050765991, 0]]
Correct: 2 - [[0.7504847645759583, 0], [0.3787160813808441, 5], [0.2138921320438385, 3]]
Correct: 5 - [[0.2671728730201721, 3], [0.35771024227142334, 9], [0.377049058675766, 9]]
Correct: 6 - [[0.3170095980167389, 5], [0.6623008847236633, 3], [0.31767961382865906, 3]]
Correct: 0 - [[0.5681021213531494, 0], [0.6691660284996033, 0], [0.30100345611572266, 0]]
Correct: 3 - [[0.38062015175819397, 5], [0.7760526537895203, 3], [0.30936887860298157, 3]]
Correct: 3 - [[0.3512910306453705, 2], [0.4411409795284271, 2], [0.2936227321624756, 3]]
Correct: 0 - [[0.4627387225627899, 0], [0.8551740050315857, 0], [0.5743334293365479, 0]]
Correct: 7 - [[0.39499521255493164, 9], [0.36573952436447144, 4], [0.2286958545446396, 7]]
Correct: 4 - [[0.311088889837265, 4], [0.7474349737167358, 4], [0.4428292214870453, 7]]
Correct: 7 - [[0.2987539768218994, 5], [0.7918771505355835, 7], [0.6215838193893433, 7]]
Correct: 5 - [[0.4383034408092499, 2], [0.556422233581543, 2], [0.22757025063037872, 7]]
Correct: 0 - [[0.4819410443305969, 0], [0.4618961215019226, 0], [0.17859672009944916, 7]]
Correct: 1 - [[0.55024254322052, 1], [0.7707732915878296, 1], [0.9332506060600281, 1]]
Correct: 6 - [[0.5154790282249451, 0], [0.3432104289531708, 2], [0.478379487991333, 9]]
Correct: 8 - [[0.2891741693019867, 0], [0.6556207537651062, 0], [0.2555012106895447, 9]]
Correct: 8 - [[0.3007785379886627, 0], [0.3744063079357147, 0], [0.3025766909122467, 9]]
Correct: 1 - [[0.4154507517814636, 1], [0.42863261699676514, 1], [0.5696204304695129, 1]]
Correct: 2 - [[0.2618768811225891, 6], [0.3065585196018219, 6], [0.15274271368980408, 3]]
Correct: 1 - [[0.6183888912200928, 4], [0.4536738395690918, 4], [0.2831624448299408, 0]]
Correct: 5 - [[0.2997080683708191, 3], [0.37846168875694275, 3], [0.2360597550868988, 3]]
Correct: 4 - [[0.5418732166290283, 4], [0.5127533674240112, 7], [0.4266773462295532, 4]]
Correct: 5 - [[0.6406959891319275, 5], [0.9005411267280579, 5], [0.47133418917655945, 5]]
Correct: 9 - [[0.26847654581069946, 4], [0.3010174334049225, 0], [0.4627209007740021, 9]]
Correct: 6 - [[0.3817349970340729, 2], [0.2584628164768219, 2], [0.5481697916984558, 1]]
Correct: 7 - [[0.36485785245895386, 3], [0.41867268085479736, 6], [0.26082876324653625, 3]]
Correct: 1 - [[0.2141048163175583, 7], [0.4948105216026306, 9], [0.30779537558555603, 1]]
Correct: 0 - [[0.554736316204071, 0], [0.9463207125663757, 0], [0.5381845235824585, 0]]
Correct: 6 - [[0.3041995167732239, 2], [0.7492877244949341, 6], [0.6617955565452576, 6]]
Correct: 9 - [[0.4265096187591553, 9], [0.7134337425231934, 9], [0.5077297687530518, 9]]
Correct: 2 - [[0.5406678318977356, 4], [0.30770498514175415, 3], [0.41315945982933044, 9]]
Correct: 7 - [[0.6443155407905579, 7], [0.4793793857097626, 7], [0.3545791804790497, 7]]
Correct: 7 - [[0.46073755621910095, 7], [0.9425212740898132, 7], [0.3677225410938263, 7]]
Correct: 3 - [[0.2866840660572052, 3], [0.22462110221385956, 4], [0.34109050035476685, 6]]
Correct: 9 - [[0.48819205164909363, 9], [0.9913787841796875, 9], [0.7884399890899658, 9]]
Correct: 9 - [[0.42289361357688904, 9], [0.8792259693145752, 9], [0.8645954728126526, 9]]
Correct: 1 - [[0.3180687129497528, 1], [0.307584285736084, 1], [0.4985271096229553, 1]]
Correct: 9 - [[0.4631462097167969, 9], [0.9625328779220581, 9], [0.6157974004745483, 9]]
Correct: 7 - [[0.9292578101158142, 7], [0.8571601510047913, 7], [0.3501628637313843, 9]]
Correct: 0 - [[0.731020450592041, 0], [0.7920711040496826, 0], [0.2510058581829071, 9]]
Correct: 1 - [[0.7854128479957581, 1], [0.9302318692207336, 1], [0.9090271592140198, 1]]
Correct: 3 - [[0.2263961136341095, 6], [0.4999007284641266, 3], [0.2843656539916992, 3]]
Correct: 5 - [[0.2804044187068939, 5], [0.27037590742111206, 7], [0.2303699404001236, 5]]
Correct: 4 - [[0.2689213156700134, 1], [0.25377899408340454, 6], [0.5731582641601562, 1]]
Correct: 6 - [[0.4099838137626648, 5], [0.3459886908531189, 2], [0.27676376700401306, 3]]
Correct: 3 - [[0.2886359989643097, 3], [0.4295831620693207, 3], [0.212956964969635, 3]]
Correct: 8 - [[0.33533307909965515, 0], [0.2994377315044403, 9], [0.31083542108535767, 9]]
Correct: 8 - [[0.3328302502632141, 0], [0.5222294330596924, 0], [0.44090497493743896, 0]]
Correct: 0 - [[0.7851355671882629, 0], [0.9072559475898743, 0], [0.47027117013931274, 0]]
Correct: 4 - [[0.4938100576400757, 4], [0.6678298711776733, 4], [0.325259268283844, 9]]
Correct: 8 - [[0.23243427276611328, 9], [0.4419742822647095, 8], [0.28099748492240906, 8]]
Correct: 3 - [[0.2567811608314514, 3], [0.45549464225769043, 4], [0.14797499775886536, 6]]
Correct: 6 - [[0.6377354264259338, 2], [0.2127332091331482, 2], [0.21711625158786774, 1]]
Correct: 7 - [[0.44943884015083313, 2], [0.35025009512901306, 3], [0.17599959671497345, 1]]
Correct: 0 - [[0.1741296947002411, 2], [0.25554317235946655, 9], [0.41437482833862305, 1]]
Correct: 0 - [[0.7194153070449829, 0], [0.9495776891708374, 0], [0.6275367140769958, 0]]
Correct: 4 - [[0.29186907410621643, 5], [0.28420114517211914, 3], [0.27549606561660767, 2]]
Correct: 5 - [[0.3323105573654175, 5], [0.2577804923057556, 3], [0.33592066168785095, 9]]
Correct: 2 - [[0.5530075430870056, 2], [0.6639044880867004, 2], [0.20172137022018433, 6]]
Correct: 6 - [[0.6837570071220398, 6], [0.9414696097373962, 6], [0.9576239585876465, 6]]
Correct: 8 - [[0.5257983803749084, 8], [0.4624773859977722, 6], [0.37859416007995605, 8]]
Correct: 4 - [[0.36236995458602905, 5], [0.7226119637489319, 4], [0.2947101294994354, 1]]
Correct: 9 - [[0.29989150166511536, 9], [0.7383673787117004, 9], [0.4651171863079071, 9]]
Correct: 9 - [[0.3146141767501831, 2], [0.5071569085121155, 6], [0.32455912232398987, 9]]
Correct: 9 - [[0.6891291737556458, 9], [0.9661298394203186, 9], [0.8962190747261047, 9]]
Correct: 2 - [[0.34016337990760803, 3], [0.3529813885688782, 6], [0.23433902859687805, 6]]
Correct: 0 - [[0.2306116670370102, 0], [0.5055184960365295, 2], [0.2225734293460846, 1]]
Correct: 4 - [[0.38109931349754333, 4], [0.452205628156662, 4], [0.20549027621746063, 6]]
Correct: 2 - [[0.6872358918190002, 2], [0.9897637367248535, 2], [0.4872503876686096, 2]]
Correct: 8 - [[0.2624365985393524, 6], [0.2100600302219391, 3], [0.28808608651161194, 3]]
Correct: 1 - [[0.4186567962169647, 1], [0.5363838076591492, 9], [0.46928614377975464, 9]]
Correct: 1 - [[0.3459336757659912, 1], [0.5288150310516357, 1], [0.3012608289718628, 1]]
Correct: 0 - [[0.6500863432884216, 2], [0.3421984016895294, 9], [0.3708731234073639, 2]]
Correct: 0 - [[0.3023529648780823, 2], [0.379153311252594, 0], [0.1744205206632614, 3]]
Correct: 3 - [[0.3837299048900604, 4], [0.4660935401916504, 3], [0.3764263689517975, 0]]
Correct: 7 - [[0.23717841506004333, 2], [0.7255333662033081, 7], [0.2275790572166443, 7]]
Correct: 4 - [[0.3273085951805115, 7], [0.41729509830474854, 2], [0.26607877016067505, 4]]
Correct: 1 - [[0.3074972629547119, 5], [0.4482935070991516, 1], [0.26161277294158936, 6]]
Correct: 1 - [[0.3162112832069397, 1], [0.9377300143241882, 1], [0.7886685132980347, 1]]
Correct: 9 - [[0.4475913345813751, 7], [0.525676965713501, 9], [0.2756836414337158, 9]]
Correct: 7 - [[0.30789732933044434, 7], [0.3353274166584015, 7], [0.34611430764198303, 7]]
Correct: 7 - [[0.6695563197135925, 7], [0.7527719736099243, 7], [0.5441476702690125, 7]]
Correct: 4 - [[0.35931259393692017, 5], [0.34263694286346436, 9], [0.194903165102005, 7]]
Correct: 6 - [[0.287731409072876, 5], [0.2670019268989563, 9], [0.48878371715545654, 9]]
Correct: 8 - [[0.3907133638858795, 9], [0.36914774775505066, 2], [0.17740485072135925, 9]]
