cuda
Files already downloaded and verified
Files already downloaded and verified
Epoch:  0 Batch:   1 Loss: ['2.6048', '1.4299', '0.4677'] Accuracy Train: ['9.0%', '8.33%', '9.33%']%
Epoch:  0 Batch:  11 Loss: ['1.6215', '0.8782', '0.3872'] Accuracy Train: ['30.8%', '25.9%', '18.6%']%
Epoch:  0 Batch:  21 Loss: ['1.5201', '0.8365', '0.3719'] Accuracy Train: ['37.3%', '31.0%', '23.3%']%
Epoch:  0 Batch:  31 Loss: ['1.4115', '0.7589', '0.3396'] Accuracy Train: ['41.6%', '35.0%', '26.4%']%
Epoch:  0 Batch:  41 Loss: ['1.2780', '0.6771', '0.3067'] Accuracy Train: ['44.1%', '38.1%', '29.0%']%
Epoch:  0 Batch:  51 Loss: ['1.2086', '0.6346', '0.2926'] Accuracy Train: ['46.3%', '40.8%', '31.7%']%
Epoch:  0 Batch:  61 Loss: ['1.2115', '0.6196', '0.2742'] Accuracy Train: ['48.1%', '43.0%', '34.0%']%
Epoch:  0 Batch:  71 Loss: ['1.0566', '0.5565', '0.2597'] Accuracy Train: ['49.8%', '45.2%', '36.2%']%
Epoch:  0 Batch:  81 Loss: ['1.0527', '0.5329', '0.2442'] Accuracy Train: ['51.4%', '47.1%', '38.4%']%

Tests: 10000 | Loss: ['1.05', '1.08', '1.32'] | Accuracy Test: ['64.06%', '61.77%', '53.24%'] | Times: [['7.51ms', '11.89ms'], ['9.22ms', '5.98ms'], ['8.86ms', '5.33ms']] | CNFs: ['0.59', '0.61', '0.58']

Epoch:  1 Batch:   1 Loss: ['1.0068', '0.5136', '0.2505'] Accuracy Train: ['63.7%', '62.2%', '53.7%']%
Epoch:  1 Batch:  11 Loss: ['1.0428', '0.5170', '0.2502'] Accuracy Train: ['65.4%', '63.2%', '53.1%']%
Epoch:  1 Batch:  21 Loss: ['0.8761', '0.4383', '0.2121'] Accuracy Train: ['66.0%', '64.2%', '54.9%']%
Epoch:  1 Batch:  31 Loss: ['0.9055', '0.4416', '0.2300'] Accuracy Train: ['66.6%', '65.2%', '56.4%']%
Epoch:  1 Batch:  41 Loss: ['0.9238', '0.4343', '0.2039'] Accuracy Train: ['67.2%', '66.1%', '57.7%']%
Epoch:  1 Batch:  51 Loss: ['0.8984', '0.4458', '0.2186'] Accuracy Train: ['67.5%', '66.7%', '58.6%']%
Epoch:  1 Batch:  61 Loss: ['0.9136', '0.4044', '0.2009'] Accuracy Train: ['67.8%', '67.4%', '59.5%']%
Epoch:  1 Batch:  71 Loss: ['0.9054', '0.4268', '0.2016'] Accuracy Train: ['68.0%', '67.9%', '60.1%']%
Epoch:  1 Batch:  81 Loss: ['0.8541', '0.3915', '0.1875'] Accuracy Train: ['68.3%', '68.5%', '61.0%']%

Tests: 10000 | Loss: ['0.86', '0.78', '0.97'] | Accuracy Test: ['69.90%', '73.08%', '66.26%'] | Times: [['7.80ms', '11.86ms'], ['9.00ms', '6.12ms'], ['8.93ms', '5.70ms']] | CNFs: ['0.68', '0.72', '0.66']

Epoch:  2 Batch:   1 Loss: ['0.7640', '0.3498', '0.1911'] Accuracy Train: ['73.3%', '76.8%', '66.8%']%
Epoch:  2 Batch:  11 Loss: ['0.7451', '0.3192', '0.1612'] Accuracy Train: ['74.0%', '75.7%', '68.4%']%
Epoch:  2 Batch:  21 Loss: ['0.8642', '0.3911', '0.1839'] Accuracy Train: ['73.4%', '75.6%', '68.5%']%
Epoch:  2 Batch:  31 Loss: ['0.7415', '0.3498', '0.1753'] Accuracy Train: ['73.7%', '75.7%', '68.9%']%
Epoch:  2 Batch:  41 Loss: ['0.6950', '0.2928', '0.1639'] Accuracy Train: ['73.9%', '75.9%', '69.2%']%
Epoch:  2 Batch:  51 Loss: ['0.7212', '0.3152', '0.1674'] Accuracy Train: ['73.9%', '76.3%', '69.7%']%
Epoch:  2 Batch:  61 Loss: ['0.7293', '0.3461', '0.1674'] Accuracy Train: ['74.3%', '76.5%', '70.0%']%
Epoch:  2 Batch:  71 Loss: ['0.7871', '0.3648', '0.1663'] Accuracy Train: ['74.3%', '76.5%', '70.3%']%
Epoch:  2 Batch:  81 Loss: ['0.6658', '0.3015', '0.1538'] Accuracy Train: ['74.5%', '76.7%', '70.6%']%

Tests: 10000 | Loss: ['0.78', '0.72', '0.83'] | Accuracy Test: ['73.40%', '75.59%', '71.71%'] | Times: [['7.22ms', '11.08ms'], ['8.44ms', '5.54ms'], ['8.24ms', '5.14ms']] | CNFs: ['0.72', '0.77', '0.71']

Epoch:  3 Batch:   1 Loss: ['0.6576', '0.2992', '0.1509'] Accuracy Train: ['78.5%', '79.0%', '75.0%']%
Epoch:  3 Batch:  11 Loss: ['0.6271', '0.2712', '0.1403'] Accuracy Train: ['77.2%', '79.8%', '74.3%']%
Epoch:  3 Batch:  21 Loss: ['0.6388', '0.2533', '0.1372'] Accuracy Train: ['77.7%', '80.7%', '75.1%']%
Epoch:  3 Batch:  31 Loss: ['0.6698', '0.2962', '0.1471'] Accuracy Train: ['77.8%', '80.9%', '75.2%']%
Epoch:  3 Batch:  41 Loss: ['0.6160', '0.2594', '0.1303'] Accuracy Train: ['78.0%', '81.0%', '75.5%']%
Epoch:  3 Batch:  51 Loss: ['0.6612', '0.2832', '0.1558'] Accuracy Train: ['78.0%', '81.1%', '75.5%']%
Epoch:  3 Batch:  61 Loss: ['0.5466', '0.2327', '0.1277'] Accuracy Train: ['78.3%', '81.3%', '75.7%']%
Epoch:  3 Batch:  71 Loss: ['0.6380', '0.2649', '0.1317'] Accuracy Train: ['78.3%', '81.3%', '75.7%']%
Epoch:  3 Batch:  81 Loss: ['0.6313', '0.2588', '0.1283'] Accuracy Train: ['78.4%', '81.3%', '75.9%']%

Tests: 10000 | Loss: ['0.70', '0.60', '0.70'] | Accuracy Test: ['75.92%', '79.64%', '76.11%'] | Times: [['6.95ms', '10.90ms'], ['8.47ms', '5.55ms'], ['8.19ms', '5.07ms']] | CNFs: ['0.75', '0.80', '0.77']

Epoch:  4 Batch:   1 Loss: ['0.5795', '0.2511', '0.1248'] Accuracy Train: ['79.8%', '81.5%', '78.5%']%
Epoch:  4 Batch:  11 Loss: ['0.5062', '0.2156', '0.1249'] Accuracy Train: ['82.6%', '84.9%', '79.6%']%
Epoch:  4 Batch:  21 Loss: ['0.5737', '0.2502', '0.1359'] Accuracy Train: ['82.4%', '84.9%', '79.2%']%
Epoch:  4 Batch:  31 Loss: ['0.5229', '0.2021', '0.1163'] Accuracy Train: ['82.1%', '84.9%', '79.3%']%
Epoch:  4 Batch:  41 Loss: ['0.5963', '0.2348', '0.1229'] Accuracy Train: ['81.7%', '84.7%', '79.3%']%
Epoch:  4 Batch:  51 Loss: ['0.5725', '0.2585', '0.1241'] Accuracy Train: ['81.6%', '84.6%', '79.5%']%
Epoch:  4 Batch:  61 Loss: ['0.6213', '0.2613', '0.1292'] Accuracy Train: ['81.6%', '84.5%', '79.5%']%
Epoch:  4 Batch:  71 Loss: ['0.5426', '0.2231', '0.1198'] Accuracy Train: ['81.6%', '84.6%', '79.5%']%
Epoch:  4 Batch:  81 Loss: ['0.5095', '0.2107', '0.1077'] Accuracy Train: ['81.6%', '84.7%', '79.6%']%

Tests: 10000 | Loss: ['0.70', '0.57', '0.66'] | Accuracy Test: ['76.28%', '80.97%', '78.37%'] | Times: [['7.08ms', '10.96ms'], ['8.39ms', '5.49ms'], ['8.34ms', '5.23ms']] | CNFs: ['0.77', '0.83', '0.81']


Duration: 127 seconds

Tests: 10000 | Loss: ['0.70', '0.57', '0.66'] | Accuracy Test: ['76.28%', '80.97%', '78.59%'] | Times: [['6.89ms', '10.88ms'], ['8.35ms', '5.50ms'], ['8.25ms', '5.05ms']] | CNFs: ['0.77', '0.83', '0.81']

Correct: 3 - [[0.30146875977516174, 3], [0.7215815186500549, 3], [0.4469303488731384, 3]]
Correct: 0 - [[0.2643754184246063, 0], [0.24669532477855682, 2], [0.2317136526107788, 4]]
Correct: 2 - [[0.6897004842758179, 2], [0.910968005657196, 2], [0.2568938434123993, 3]]
Correct: 2 - [[0.5213713049888611, 3], [0.3686223328113556, 3], [0.31732314825057983, 6]]
Correct: 0 - [[0.36020153760910034, 2], [0.7937353849411011, 2], [0.41478657722473145, 9]]
Correct: 6 - [[0.33807939291000366, 6], [0.6858533620834351, 6], [0.8125447630882263, 6]]
Correct: 8 - [[0.3179153800010681, 8], [0.5428362488746643, 8], [0.21286705136299133, 4]]
Correct: 7 - [[0.8725277185440063, 7], [0.9631536602973938, 7], [0.5969784259796143, 7]]
Correct: 3 - [[0.6673914194107056, 3], [0.688968300819397, 3], [0.7108147740364075, 4]]
Correct: 3 - [[0.2970077395439148, 9], [0.35573437809944153, 6], [0.2656421959400177, 1]]
Correct: 8 - [[0.2618025839328766, 9], [0.30004069209098816, 6], [0.2628267705440521, 6]]
Correct: 9 - [[0.9091655611991882, 9], [0.8172900676727295, 9], [0.30841585993766785, 9]]
Correct: 0 - [[0.4755553603172302, 0], [0.4497113525867462, 0], [0.5772978067398071, 0]]
Correct: 2 - [[0.36388856172561646, 5], [0.430807501077652, 3], [0.2560083866119385, 5]]
Correct: 5 - [[0.6027364730834961, 7], [0.5080237984657288, 2], [0.32060787081718445, 7]]
Correct: 3 - [[0.5369777679443359, 3], [0.6512728333473206, 3], [0.7788293957710266, 3]]
Correct: 6 - [[0.3476024866104126, 3], [0.615756094455719, 6], [0.7538050413131714, 6]]
Correct: 1 - [[0.5560930967330933, 9], [0.5723574161529541, 1], [0.32018184661865234, 9]]
Correct: 3 - [[0.5493955612182617, 3], [0.5195696949958801, 3], [0.22073225677013397, 3]]
Correct: 9 - [[0.3302963972091675, 9], [0.27507027983665466, 9], [0.28265494108200073, 1]]
Correct: 5 - [[0.5620664954185486, 9], [0.29776516556739807, 5], [0.24636167287826538, 5]]
Correct: 0 - [[0.2709095776081085, 0], [0.5551871657371521, 0], [0.3999413847923279, 0]]
Correct: 5 - [[0.3312324285507202, 3], [0.6308245658874512, 2], [0.4158707857131958, 2]]
Correct: 4 - [[0.36920058727264404, 3], [0.5959476232528687, 4], [0.28538236021995544, 4]]
Correct: 4 - [[0.36479267477989197, 3], [0.6678932905197144, 4], [0.4484093487262726, 4]]
Correct: 0 - [[0.2738737463951111, 0], [0.23771654069423676, 2], [0.23113715648651123, 4]]
Correct: 1 - [[0.4328148066997528, 9], [0.3020418882369995, 9], [0.25612500309944153, 9]]
Correct: 1 - [[0.37265661358833313, 3], [0.4808436632156372, 3], [0.3400769531726837, 3]]
Correct: 6 - [[0.3199631869792938, 3], [0.2435166835784912, 3], [0.2195790708065033, 4]]
Correct: 1 - [[0.21829070150852203, 1], [0.3198714554309845, 1], [0.38082385063171387, 6]]
Correct: 7 - [[0.3333968222141266, 7], [0.7772295475006104, 4], [0.5922526717185974, 4]]
Correct: 9 - [[0.2841217517852783, 7], [0.3994907736778259, 4], [0.24262157082557678, 7]]
Correct: 9 - [[0.47846558690071106, 9], [0.474660724401474, 3], [0.4470401406288147, 6]]
Correct: 6 - [[0.21284480392932892, 3], [0.33241546154022217, 7], [0.4895578622817993, 6]]
Correct: 2 - [[0.29061710834503174, 2], [0.464753121137619, 2], [0.2738153338432312, 6]]
Correct: 4 - [[0.4332709312438965, 4], [0.8805792927742004, 4], [0.23002326488494873, 4]]
Correct: 3 - [[0.7186753153800964, 7], [0.4063176214694977, 7], [0.314657986164093, 3]]
Correct: 8 - [[0.37221309542655945, 6], [0.7375741600990295, 6], [0.7063881158828735, 6]]
Correct: 3 - [[0.442154198884964, 3], [0.3914335072040558, 3], [0.4641200602054596, 3]]
Correct: 4 - [[0.86814284324646, 4], [0.9912474751472473, 4], [0.9748757481575012, 4]]
Correct: 7 - [[0.9595999717712402, 7], [0.9573706388473511, 7], [0.6795433759689331, 7]]
Correct: 0 - [[0.25249725580215454, 3], [0.3554151654243469, 7], [0.2467544823884964, 2]]
Correct: 2 - [[0.28399980068206787, 7], [0.4853370785713196, 2], [0.25226902961730957, 4]]
Correct: 8 - [[0.3331967294216156, 9], [0.3423762917518616, 2], [0.26581263542175293, 9]]
Correct: 4 - [[0.23321221768856049, 2], [0.5318626165390015, 2], [0.2392263561487198, 6]]
Correct: 8 - [[0.32015514373779297, 7], [0.29390978813171387, 0], [0.4175715446472168, 9]]
Correct: 3 - [[0.3675519824028015, 3], [0.4720028340816498, 2], [0.2301071286201477, 3]]
Correct: 8 - [[0.3000270128250122, 9], [0.4069480299949646, 6], [0.8427025675773621, 6]]
Correct: 8 - [[0.5180210471153259, 8], [0.4889819025993347, 8], [0.18822936713695526, 8]]
Correct: 8 - [[0.4455955922603607, 9], [0.4159681797027588, 0], [0.3977543115615845, 9]]
Correct: 3 - [[0.2879079580307007, 2], [0.672134280204773, 2], [0.36888912320137024, 3]]
Correct: 3 - [[0.5995287299156189, 3], [0.5615454912185669, 3], [0.3139927089214325, 6]]
Correct: 5 - [[0.5008504986763, 7], [0.37859711050987244, 7], [0.24040457606315613, 7]]
Correct: 7 - [[0.39003875851631165, 7], [0.3784068524837494, 2], [0.3410656154155731, 3]]
Correct: 7 - [[0.3888692855834961, 2], [0.4560445249080658, 2], [0.3312724232673645, 4]]
Correct: 0 - [[0.35435280203819275, 7], [0.34998640418052673, 3], [0.29170531034469604, 0]]
Correct: 4 - [[0.5863693952560425, 4], [0.9507453441619873, 4], [0.5173519849777222, 4]]
Correct: 1 - [[0.4109610319137573, 9], [0.41291069984436035, 9], [0.28548550605773926, 6]]
Correct: 5 - [[0.23185734450817108, 3], [0.4602127969264984, 2], [0.2647046446800232, 3]]
Correct: 9 - [[0.23965901136398315, 2], [0.35405948758125305, 2], [0.33942192792892456, 9]]
Correct: 7 - [[0.39875054359436035, 7], [0.6063128709793091, 7], [0.3697061240673065, 9]]
Correct: 0 - [[0.3523995876312256, 2], [0.3474479913711548, 9], [0.3197585940361023, 6]]
Correct: 6 - [[0.7751728892326355, 6], [0.7968192100524902, 6], [0.7935603857040405, 6]]
Correct: 8 - [[0.6834390759468079, 9], [0.41723257303237915, 0], [0.4111948311328888, 0]]
Correct: 4 - [[0.6207017302513123, 3], [0.3473875820636749, 4], [0.30656898021698, 3]]
Correct: 9 - [[0.5785061717033386, 9], [0.6703324317932129, 9], [0.2880188524723053, 9]]
Correct: 0 - [[0.5472779273986816, 0], [0.7095709443092346, 0], [0.4154754877090454, 0]]
Correct: 1 - [[0.4866523742675781, 9], [0.48012426495552063, 2], [0.4843862056732178, 1]]
Correct: 8 - [[0.2681293189525604, 7], [0.18912023305892944, 3], [0.4381507933139801, 9]]
Correct: 9 - [[0.47566160559654236, 9], [0.4224242866039276, 9], [0.4093983471393585, 2]]
Correct: 6 - [[0.5477597117424011, 9], [0.7863604426383972, 6], [0.8302419185638428, 6]]
Correct: 3 - [[0.3771456182003021, 9], [0.6467041969299316, 9], [0.7882751226425171, 9]]
Correct: 9 - [[0.5781728625297546, 7], [0.5298395156860352, 9], [0.3461891710758209, 6]]
Correct: 2 - [[0.41309618949890137, 7], [0.6847464442253113, 2], [0.6048164963722229, 7]]
Correct: 4 - [[0.4962771236896515, 4], [0.951944887638092, 4], [0.870347797870636, 4]]
Correct: 4 - [[0.5869839191436768, 4], [0.719283938407898, 4], [0.6114609837532043, 4]]
Correct: 0 - [[0.4213128685951233, 9], [0.3282630443572998, 9], [0.4384295642375946, 9]]
Correct: 3 - [[0.2936285734176636, 4], [0.4000013768672943, 3], [0.21514201164245605, 1]]
Correct: 3 - [[0.7920332551002502, 3], [0.7948176264762878, 3], [0.6747338771820068, 3]]
Correct: 5 - [[0.2426634281873703, 3], [0.45177650451660156, 3], [0.46959882974624634, 4]]
Correct: 4 - [[0.3971046209335327, 4], [0.5222480297088623, 4], [0.4099130928516388, 4]]
Correct: 5 - [[0.2653738558292389, 9], [0.5086930394172668, 2], [0.33719274401664734, 3]]
Correct: 1 - [[0.3356434106826782, 1], [0.8028474450111389, 1], [0.7609796524047852, 1]]
Correct: 1 - [[0.29321780800819397, 9], [0.8729042410850525, 1], [0.8120304942131042, 1]]
Correct: 8 - [[0.2885269522666931, 9], [0.6261811852455139, 9], [0.2789602279663086, 6]]
Correct: 2 - [[0.7115088105201721, 2], [0.9834638237953186, 2], [0.4614596962928772, 6]]
Correct: 2 - [[0.5993844866752625, 9], [0.9278512001037598, 2], [0.3298434317111969, 9]]
Correct: 9 - [[0.27165356278419495, 0], [0.4657558798789978, 0], [0.2225906401872635, 7]]
Correct: 3 - [[0.3109796941280365, 0], [0.5076215267181396, 3], [0.22259289026260376, 4]]
Correct: 7 - [[0.25481247901916504, 7], [0.6906559467315674, 7], [0.2970293164253235, 9]]
Correct: 8 - [[0.8432109355926514, 9], [0.584994375705719, 9], [0.4033443033695221, 9]]
Correct: 9 - [[0.28313425183296204, 3], [0.5030307769775391, 3], [0.5478386878967285, 3]]
Correct: 2 - [[0.29305922985076904, 9], [0.7739779949188232, 2], [0.2956555187702179, 2]]
Correct: 3 - [[0.41460973024368286, 3], [0.6158010363578796, 3], [0.5997021794319153, 3]]
Correct: 1 - [[0.3097182810306549, 9], [0.503009021282196, 1], [0.6166781187057495, 1]]
Correct: 7 - [[0.702187716960907, 7], [0.5092216730117798, 7], [0.6000054478645325, 7]]
Correct: 3 - [[0.3788822591304779, 4], [0.5382983684539795, 3], [0.6200500130653381, 4]]
Correct: 2 - [[0.41447171568870544, 2], [0.9600303769111633, 2], [0.44054922461509705, 2]]
Correct: 3 - [[0.3170766234397888, 7], [0.759216845035553, 2], [0.3075766861438751, 3]]
Correct: 0 - [[0.4562264382839203, 3], [0.5002763271331787, 4], [0.7754074931144714, 4]]
Correct: 1 - [[0.4683798551559448, 1], [0.5426644086837769, 1], [0.32464471459388733, 1]]
Correct: 9 - [[0.2400580644607544, 2], [0.511593222618103, 0], [0.4400400221347809, 9]]
Correct: 5 - [[0.39136940240859985, 3], [0.3603403866291046, 3], [0.4155654013156891, 5]]
Correct: 5 - [[0.5769149661064148, 3], [0.7444950938224792, 3], [0.30026865005493164, 3]]
Correct: 3 - [[0.538624107837677, 7], [0.548454999923706, 3], [0.5705568194389343, 4]]
Correct: 4 - [[0.3582734167575836, 7], [0.7772071957588196, 4], [0.5763598680496216, 4]]
Correct: 5 - [[0.47210291028022766, 7], [0.6281160712242126, 7], [0.4173242747783661, 9]]
Correct: 2 - [[0.610008955001831, 2], [0.8938718438148499, 2], [0.4652683734893799, 2]]
Correct: 0 - [[0.5133176445960999, 0], [0.8416813015937805, 0], [0.3582013249397278, 9]]
Correct: 0 - [[0.6177253127098083, 0], [0.7830650210380554, 0], [0.46633222699165344, 4]]
Correct: 3 - [[0.4040003716945648, 3], [0.4292156994342804, 7], [0.2574562132358551, 3]]
Correct: 1 - [[0.39986610412597656, 1], [0.45591747760772705, 9], [0.28901124000549316, 1]]
Correct: 3 - [[0.4888322651386261, 3], [0.5537883043289185, 3], [0.21604087948799133, 3]]
Correct: 4 - [[0.4460564851760864, 3], [0.6663017272949219, 4], [0.2172803431749344, 1]]
Correct: 7 - [[0.46138110756874084, 7], [0.48538315296173096, 9], [0.23521648347377777, 3]]
Correct: 4 - [[0.197120800614357, 7], [0.5110732913017273, 4], [0.16622374951839447, 2]]
Correct: 2 - [[0.33864906430244446, 0], [0.32849910855293274, 2], [0.4209057092666626, 4]]
Correct: 8 - [[0.2659090757369995, 9], [0.3926490545272827, 0], [0.2622641921043396, 8]]
Correct: 4 - [[0.34972190856933594, 7], [0.8213855624198914, 2], [0.33025261759757996, 4]]
Correct: 8 - [[0.31841838359832764, 2], [0.8221433162689209, 2], [0.24087680876255035, 9]]
Correct: 9 - [[0.6645841598510742, 9], [0.7352450489997864, 9], [0.9041110277175903, 9]]
Correct: 9 - [[0.6148900389671326, 3], [0.25457078218460083, 2], [0.650060772895813, 0]]
Correct: 4 - [[0.5617474317550659, 7], [0.5729655623435974, 2], [0.7990362048149109, 7]]
Correct: 2 - [[0.2910158336162567, 2], [0.22576642036437988, 3], [0.24602043628692627, 0]]
Correct: 4 - [[0.2333991676568985, 9], [0.7803797125816345, 4], [0.5718397498130798, 7]]
Correct: 3 - [[0.35726019740104675, 3], [0.32181471586227417, 3], [0.5135899782180786, 4]]
Correct: 6 - [[0.45309412479400635, 6], [0.5607551336288452, 6], [0.312093585729599, 2]]
Correct: 4 - [[0.31513065099716187, 0], [0.8429224491119385, 4], [0.3172648251056671, 4]]
Correct: 6 - [[0.29894837737083435, 3], [0.2650850713253021, 3], [0.3908000886440277, 6]]
Correct: 4 - [[0.23505444824695587, 4], [0.48739370703697205, 4], [0.23331189155578613, 4]]
Correct: 6 - [[0.2991063594818115, 3], [0.38954365253448486, 9], [0.2601979076862335, 6]]
Correct: 6 - [[0.33747395873069763, 9], [0.7524920105934143, 6], [0.6061665415763855, 6]]
Correct: 3 - [[0.3591393828392029, 2], [0.5032767057418823, 2], [0.4090512692928314, 2]]
Correct: 8 - [[0.5993473529815674, 9], [0.38672032952308655, 3], [0.2618144154548645, 3]]
Correct: 7 - [[0.5712143182754517, 4], [0.6016389727592468, 4], [0.40431585907936096, 4]]
Correct: 4 - [[0.3969372510910034, 2], [0.8922721147537231, 2], [0.3371238112449646, 6]]
Correct: 8 - [[0.7074012756347656, 9], [0.4496753513813019, 9], [0.42228376865386963, 9]]
Correct: 0 - [[0.39206790924072266, 7], [0.5071572065353394, 2], [0.37640902400016785, 2]]
Correct: 5 - [[0.5767267346382141, 5], [0.470950186252594, 7], [0.31346380710601807, 5]]
Correct: 9 - [[0.4469539225101471, 9], [0.707871675491333, 9], [0.37948793172836304, 9]]
Correct: 3 - [[0.38396498560905457, 3], [0.5020082592964172, 4], [0.406563401222229, 4]]
Correct: 9 - [[0.41107505559921265, 2], [0.8305540680885315, 2], [0.46630340814590454, 2]]
Correct: 0 - [[0.3712235987186432, 0], [0.5379565954208374, 0], [0.2855805456638336, 0]]
Correct: 7 - [[0.9212033152580261, 7], [0.8063995242118835, 7], [0.2767074704170227, 7]]
Correct: 5 - [[0.32242488861083984, 6], [0.39814379811286926, 6], [0.3195921778678894, 1]]
Correct: 1 - [[0.2018965780735016, 7], [0.4510164260864258, 1], [0.7061354517936707, 1]]
Correct: 9 - [[0.3554380536079407, 2], [0.4118504524230957, 2], [0.34125176072120667, 6]]
Correct: 7 - [[0.2397851198911667, 4], [0.2808029055595398, 0], [0.37348446249961853, 4]]
Correct: 9 - [[0.4465901255607605, 9], [0.6854479312896729, 9], [0.5644529461860657, 9]]
Correct: 1 - [[0.3273009955883026, 1], [0.7298233509063721, 1], [0.4121388792991638, 1]]
Correct: 8 - [[0.45129498839378357, 9], [0.5864036083221436, 9], [0.606411337852478, 9]]
Correct: 4 - [[0.2806227207183838, 7], [0.6666222810745239, 4], [0.5109426379203796, 4]]
Correct: 2 - [[0.3545728325843811, 9], [0.7365939021110535, 2], [0.25796014070510864, 2]]
Correct: 1 - [[0.5939232707023621, 9], [0.4262671172618866, 1], [0.3710200786590576, 1]]
Correct: 6 - [[0.2124425619840622, 6], [0.25442808866500854, 6], [0.2858198583126068, 4]]
Correct: 4 - [[0.4946654438972473, 7], [0.36616161465644836, 2], [0.3588423728942871, 2]]
Correct: 3 - [[0.5134830474853516, 3], [0.5055912137031555, 3], [0.30153924226760864, 6]]
Correct: 0 - [[0.5043924450874329, 9], [0.5426875948905945, 9], [0.24598419666290283, 9]]
Correct: 1 - [[0.27480897307395935, 3], [0.3670305907726288, 3], [0.24089816212654114, 1]]
Correct: 4 - [[0.2980351150035858, 4], [0.8140587210655212, 4], [0.2517431974411011, 4]]
Correct: 8 - [[0.21987493336200714, 0], [0.5562092065811157, 0], [0.27377960085868835, 7]]
Correct: 6 - [[0.294757217168808, 3], [0.6573594808578491, 6], [0.7062585353851318, 6]]
Correct: 1 - [[0.7132118940353394, 1], [0.8027647733688354, 1], [0.41209471225738525, 6]]
Correct: 7 - [[0.7493284344673157, 7], [0.7382622957229614, 7], [0.6458625793457031, 7]]
Correct: 1 - [[0.20251059532165527, 3], [0.46104735136032104, 1], [0.2815968692302704, 3]]
Correct: 3 - [[0.5494402647018433, 4], [0.9683101177215576, 4], [0.8542628288269043, 4]]
Correct: 5 - [[0.41582411527633667, 2], [0.39285752177238464, 2], [0.38058188557624817, 4]]
Correct: 4 - [[0.590059757232666, 7], [0.4687075912952423, 4], [0.5868561267852783, 4]]
Correct: 3 - [[0.34587565064430237, 9], [0.5932523012161255, 9], [0.35386383533477783, 6]]
Correct: 3 - [[0.4991115629673004, 3], [0.28492915630340576, 3], [0.5860854387283325, 4]]
Correct: 9 - [[0.45418283343315125, 9], [0.6445279717445374, 7], [0.4588792026042938, 9]]
Correct: 7 - [[0.5023238062858582, 7], [0.44161444902420044, 7], [0.43851438164711, 7]]
Correct: 8 - [[0.1704699546098709, 4], [0.3854607045650482, 2], [0.28460758924484253, 1]]
Correct: 2 - [[0.4146116077899933, 2], [0.3983179032802582, 2], [0.2845750153064728, 3]]
Correct: 5 - [[0.2790253460407257, 3], [0.25191837549209595, 3], [0.2741338908672333, 2]]
Correct: 5 - [[0.28366294503211975, 3], [0.5530911684036255, 3], [0.4374610483646393, 4]]
Correct: 4 - [[0.39937955141067505, 7], [0.9329874515533447, 4], [0.5064882040023804, 4]]
Correct: 5 - [[0.26971369981765747, 5], [0.33642658591270447, 3], [0.5021854639053345, 5]]
Correct: 4 - [[0.3273071348667145, 7], [0.3461534380912781, 4], [0.4573231339454651, 3]]
Correct: 5 - [[0.34050890803337097, 2], [0.7724646925926208, 2], [0.41353273391723633, 6]]
Correct: 7 - [[0.5535240173339844, 7], [0.5771263241767883, 2], [0.505907416343689, 0]]
Correct: 2 - [[0.3762109577655792, 2], [0.5008755922317505, 4], [0.40553930401802063, 5]]
Correct: 5 - [[0.38978180289268494, 5], [0.7118038535118103, 5], [0.4427330195903778, 5]]
Correct: 5 - [[0.39978325366973877, 0], [0.7878416776657104, 2], [0.23254694044589996, 7]]
Correct: 1 - [[0.3570918142795563, 1], [0.524437665939331, 2], [0.28330570459365845, 2]]
Correct: 7 - [[0.244890034198761, 3], [0.3722780644893646, 2], [0.37992095947265625, 4]]
Correct: 7 - [[0.8417388796806335, 7], [0.7283815145492554, 7], [0.5877183675765991, 7]]
Correct: 8 - [[0.43285033106803894, 9], [0.3951570987701416, 3], [0.5004267692565918, 9]]
Correct: 3 - [[0.3463256359100342, 3], [0.7812566161155701, 3], [0.5625765919685364, 3]]
Correct: 6 - [[0.2554776668548584, 2], [0.27072998881340027, 2], [0.23328158259391785, 6]]
Correct: 0 - [[0.4468161165714264, 9], [0.39138737320899963, 0], [0.4632589519023895, 9]]
Correct: 2 - [[0.3863746225833893, 2], [0.9940921664237976, 2], [0.5130064487457275, 2]]
Correct: 5 - [[0.2593035101890564, 7], [0.6060228943824768, 7], [0.2089148461818695, 9]]
Correct: 2 - [[0.39281561970710754, 2], [0.5427097678184509, 2], [0.35037240386009216, 2]]
Correct: 3 - [[0.4590577781200409, 2], [0.8765233159065247, 2], [0.3247545063495636, 6]]
Correct: 7 - [[0.3743410110473633, 7], [0.45644110441207886, 4], [0.34867629408836365, 7]]
Correct: 4 - [[0.3164510428905487, 0], [0.3550761938095093, 4], [0.3974429666996002, 4]]
Correct: 2 - [[0.3436802923679352, 3], [0.6859024167060852, 2], [0.2457738071680069, 2]]
Correct: 1 - [[0.5044037103652954, 2], [0.4724050462245941, 2], [0.25194740295410156, 2]]
Correct: 6 - [[0.3461131453514099, 9], [0.37302282452583313, 9], [0.3475057780742645, 3]]
Correct: 8 - [[0.4373568594455719, 7], [0.4883823096752167, 0], [0.43867602944374084, 0]]
Correct: 6 - [[0.310284286737442, 6], [0.406242311000824, 2], [0.2106495350599289, 1]]
